Type ouvrage;Code ligne 1;Nom ligne 1;Etat;TENSION;Source donnée;Nombre circuit;Code ligne 2;Nom ligne 2;Code ligne 3;Nom ligne 3;Code ligne 4;Nom ligne 4;Code ligne 5;Nom ligne 5
AERIEN;VALDEL61ZVA10;LIAISON 225kV N0 1 LINGOSTIERE - ROUMOULES - VALDEROURE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BATHIL61G.COE;LIAISON 225kV N0 1 BATHIE (LA)-GRAND-COEUR;EN EXPLOITATION;225kV;RTE;2;G.COEL31ZFEIS;LIAISON 63kV N0 1 CUDRAZ-FEISSONS-GRAND-COEUR;;;;;;
AERIEN;COCHEL71P.AND;LIAISON 400kV N0 1 COCHE (LA) - PRAZ-ST-ANDRE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;VIGY L61ZB.HA;LIAISON 225kV N0 1 BASSE HAM - ST-HUBERT - VIGY;EN EXPLOITATION;225kV;RTE;2;SSHUBL62VIGY;LIAISON 225kV N0 2 ST-HUBERT-VIGY;;;;;;
AERIEN;BUSSUL61MAMBE;LIAISON 225kV N0 1 BUSSUREL - MAMBELIN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BAIXAL71GAUDI;LIAISON 400kV N0 1 BAIXAS - LA GAUDIERE;EN EXPLOITATION;400kV;RTE;2;BAIXAL72GAUDI;LIAISON 400kV N0 2 BAIXAS - LA GAUDIERE;;;;;;
AERIEN;LANDRL61MOULA;LIAISON 225kV N0 1 LANDRES-MOULAINE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ROUGEL71TILL5;LIAISON 400kV N0 1 ROUGEMONTIER - TILLEUL;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;C.ROUL61CHARP;LIAISON 225kV N0 1 CHARPENAY-CROIX-ROUSSE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;AUBE L61THIOT;LIAISON 225kV N0 1 AUBE-THIOT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BARBUL61FOSSE;LIAISON 225kV N0 1 BARBUISE - FOSSES (LES);EN EXPLOITATION;225kV;RTE;2;FOSSEL61ORSON;LIAISON 225kV N0 1 FOSSES (LES) - ORSONVILLE;;;;;;
AERIEN;GRAV5L73WARAN;LIAISON 400kV N0 3 GRAVELINES (CENTRALE) - WARANDE;EN EXPLOITATION;400kV;RTE;2;GRAV5L74WARAN;LIAISON 400kV N0 4 GRAVELINES (CENTRALE) - WARANDE;;;;;;
AERIEN;LONNYL73MASTA;LIAISON 400kV N0 3 LONNY - MASTAING;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CROIXL62H.VIN;LIAISON 225kV N0 2 CROIX (LA) - HAUT-VINAGE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ECHALL62GIVOR;LIAISON 225kV N0 2 ECHALAS-GIVORS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHEV5L61ZDOUL;LIAISON 225kV N0 1 CHEVIRE - DOULON - ST-JOSEPH;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;HERS5L71LATEN;LIAISON 400kV N0 1 HERSE(LA) - LATENA;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;OXYGAL61SSHUB;LIAISON 225kV N0 1 OXYGAZ-ST-HUBERT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ALBERL61MALGO;LIAISON 225kV N0 1 ALBERTVILLE-MALGOVERT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GRAV5L74WARAN;LIAISON 400kV N0 4 GRAVELINES (CENTRALE) - WARANDE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;ARGIEL61ETUPE;LIAISON 225kV N0 1 ARGIESANS-ETUPES;EN EXPLOITATION;225kV;RTE;2;ARGIEL61SIERE;LIAISON 225kV N0 1 ARGIESANS-SIERENTZ;;;;;;
AERIEN;CHOO2L71LONNY;LIAISON 400kV N0 1 CHOOZ B - LONNY;EN EXPLOITATION;400kV;RTE;2;CHOO2L73LONNY;RES. LIAISON 400kV N0 3  CHOOZ B - LONNY;;;;;;
AERIEN;BACALL61BRUGE;LIAISON 225kV N0 1 BACALAN-BRUGES;EN EXPLOITATION;225kV;RTE;2;BRUGEL61MQIS;LIAISON 225kV N0 1 BRUGES - MARQUIS (LE);;;;;;
AERIEN;P.GASL61ZGONE;LIAISON 225kV N0 1 PLESSIS-GASSOT - SAUSSET - GONESSE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;VLEVAL62ZAVR5;LIAISON 225kV N0 2 PLAISANCE - VILLEVAUDE - AVRON;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;SSHUBL62VIGY;LIAISON 225kV N0 2 ST-HUBERT-VIGY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHESNL61CZTRY;LIAISON 225kV N0 1 CHESNOY (LE) - COURTRY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;G.COUL61ROUGE;LIAISON 225kV N0 1 GRAND-COURONNE-ROUGEMONTIER;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LUMESL61MOHON;LIAISON 225kV N0 1 LUMES-MOHON;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;P.JERL61VAUPA;LIAISON 225kV N0 1 PORT-JEROME-VAUPALIERE (LA);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LUTTEL61SIERE;LIAISON 225kV N0 1 LUTTERBACH-SIERENTZ;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LIERSL61ZLIN7;LIAISON 225kV N0 1 LIERS - VILLEJUST - PETIT-BOIS (LE);EN EXPLOITATION;225kV;RTE;2;LOGESL61ZLINA;LIAISON 225kV N0 1 ESCARGOT - LOGES (LES) - PETIT-BOIS (LE);;;;;;
AERIEN;BISC6L62JONQU;LIAISON 225kV N0 2 BISCARRAT-JONQUIERES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHEVIL61V.GEO;LIAISON 225kV N0 1 CHEVILLY - VILLENEUVE-ST-GEORGES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;NEGR5L61ZNEG5;LIAISON 225kV N0 1 GODIN - NEGREPELISSE - VERLHAGUET;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;TALAML61ZTALA;LIAISON 225kV N0 1 BREUIL - LAVAL-DE-CERE - TALAMET;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MARCKL62VOGEL;LIAISON 225kV N0 2 MARCKOLSHEIM-VOGELGRUN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BEZAUL61CUSTI;LIAISON 225kV N0 1 BEZAUMONT-CUSTINE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;DISTRL61MONDI;LIAISON 225kV N0 1 DISTRE - MONDION;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GROSNL61GUEUG;LIAISON 225kV N0 1 GROSNE-GUEUGNON;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CIZE L61IZERN;LIAISON 225kV N0 1 CIZE - IZERNORE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GRAV5L62WARAN;LIAISON 225kV N0 2 GRAVELINES (CENTRALE) - WARANDE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHESNL61VOULZ;LIAISON 225kV N0 1 CHESNOY (LE)-VOULZIE (LA);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;VINS L61ZROCB;LIAISON 225kV N0 1 NEOULES - ROCBARON - VINS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;.SOTEL61MOULA;LIAISON 225kV N0 1 MOULAINE - SOTEL;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;JONQUL61MTAG5;LIAISON 225kV N0 1 JONQUIERES - MONTAGNETTE (LA);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CORMEL61ZHERB;LIAISON 225kV N0 1 CERGY - CORMEILLES - HERBLAY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;TAVELL75TRI.P;LIAISON 400kV N0 5 TAVEL - TRICASTIN-POSTE (LE);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MUHLBL71SIERE;LIAISON 400kV N0 1 MUHLBACH - SIERENTZ;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;P.SIML63VERFE;LIAISON 225kV N0 3 PORTET - ST-SIMON-VERFEIL;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;DOMLOL71LAUNA;LIAISON 400kV N0 1 DOMLOUP - LAUNAY;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;P.ORGL71TAVEL;LIAISON 400kV N0 1 PLAN-D ORGON - TAVEL;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;BXRE6L61T.NO6;LIAISON 225kV N0 1 BEAUREGARD(SAINT-LAURENT-NOUAN) - TERRES-NOIRES(RFF A VILLEFRANCHE SUR CHER );EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GRANZL71JUMEA;LIAISON 400kV N0 1 GRANZAY - JUMEAUX (LES);EN EXPLOITATION;400kV;RTE;2;GRANZL72JUMEA;LIAISON 400kV N0 2 GRANZAY - JUMEAUX (LES);;;;;;
AERIEN;P.JERL61ROUGE;LIAISON 225kV N0 1 PORT-JEROME-ROUGEMONTIER;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CERGYL61ZLIE5;LIAISON 225kV N0 1 CERGY - LIESSE - PLESSIS-GASSOT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CERGYL61ZLIES;LIAISON 225kV N0 1 CERGY - HAUTE-BORNE - LIESSE;EN EXPLOITATION;225kV;RTE;2;CERGYL61ZLIE5;LIAISON 225kV N0 1 CERGY - LIESSE - PLESSIS-GASSOT;;;;;;
AERIEN;BARNAL72VAUPA;LIAISON 400kV N0 2 BARNABOS - VAUPALIERE (LA);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;PONTEL61REALT;LIAISON 225kV N0 1 PONTEAU - REALTOR;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;PONTEL72REALT;LIAISON 400kV N0 2 PONTEAU - REALTOR;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CSLL8L61TAMAR;LIAISON 225kV N0 1 CASTELLE (LA) - TAMAREAU;EN EXPLOITATION;225kV;RTE;2;MTPELL61ZP.TR;LIAISON 225kV N0 1 MONTPELLIER - PONT TRINQUAT - ST CHRISTOL;;;;;;
AERIEN;CSLL8L61TAMAR;LIAISON 225kV N0 1 CASTELLE (LA) - TAMAREAU;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;DISTRL71PICOC;LIAISON 400kV N0 1 DISTRE - PICOCHERIE (LA);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;ORAISL61SISTE;LIAISON 225kV N0 1 ORAISON-SISTERON;EN EXPLOITATION;225kV;RTE;2;SISTEL61ZSAL6;LIAISON 225kV N0 1 SALIGNAC - SISTERON - ST-AUBAN;;;;;;
AERIEN;ARGOEL71MANDA;LIAISON 400kV N0 1 ARGOEUVES - MANDARINS;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;COULAL71TAVEL;LIAISON 400kV N0 1 COULANGE - TAVEL;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;COULAL71TAVEL;LIAISON 400kV N0 1 COULANGE - TAVEL;EN EXPLOITATION;400kV;RTE;2;COULAL71TRI.P;LIAISON 400kV N0 1 COULANGE - TRICASTIN-POSTE (LE);;;;;;
AERIEN;FIRM5L61JACQU;LIAISON 225kV N0 1 FIRMINY-JACQUARD;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;G.COUL61VAUPA;LIAISON 225kV N0 1 GRAND-COURONNE-VAUPALIERE (LA);EN EXPLOITATION;225kV;RTE;2;G.COUL41GANTE;LIAISON 90kV N0 1 GANTERIE-GRAND-COURONNE;;;;;;
AERIEN;AVOI5L72LARCA;LIAISON 400kV N0 2 AVOINE(POSTE 400 kV) - LARCAY;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;SISTEL61ZSAL6;LIAISON 225kV N0 1 SALIGNAC - SISTERON - ST-AUBAN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;P.GASL63ZFANA;LIAISON 225kV N0 3 FALLOU - FANAUDES - PLESSIS-GASSOT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;PORCHL61SSBAI;LIAISON 225kV N0 1 PORCHEVILLE-ST-PIERRE-DE-BAILLEUL;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;SAINNL61YAINV;LIAISON 225kV N0 1 SAINNEVILLE-YAINVILLE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BOUTRL71P.ORG;LIAISON 400kV N0 1 BOUTRE - PLAN-D ORGON;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MAUGEL61VERTO;LIAISON 225kV N0 1 MAUGES (LES)-VERTOU;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;.AUBAL61M.MA5;LIAISON 225kV N0 1 AUBANGE - MT-SAINT-MARTIN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BAYETL61MTVIC;LIAISON 225kV N0 1 BAYET - MONTVICQ;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHESNL71VLECH;LIAISON 400kV N0 1 CHESNOY (LE) - VILLECHETIVE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MOUL8L61VLEJU;LIAISON 225kV N0 1 MOULINEAUX - VILLEJUST;EN EXPLOITATION;225kV;RTE;4;VLEJUL611CLAM;LIAISON 225kV N0 1 CLAMART - VILLEJUST;VLEJUL61ZROBI;LIAISON 225kV N0 1 CHATILLON (CLAMART) - ROBINSON - VILLEJUST;VLEJUL62ZROB5;RES. LIAISON 225kV N0 2 CHATILLON (CLAMART) - ROBINSON - VILLEJUST;;
AERIEN;MOUL8L61VLEJU;LIAISON 225kV N0 1 MOULINEAUX - VILLEJUST;EN EXPLOITATION;225kV;RTE;2;VLEJUL611CLAM;LIAISON 225kV N0 1 CLAMART - VILLEJUST;;;;;;
AERIEN;MAMBEL71SIERE;LIAISON 400kV N0 1 MAMBELIN - SIERENTZ;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;AYVELL62LUMES;LIAISON 225kV N0 2 AYVELLES (LES)-LUMES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MQIS L71SAUCA;LIAISON 400kV N0 1 MARQUIS (LE) - SAUCATS;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;VINCEL61VITTE;LIAISON 225kV N0 1 VINCEY-VITTEL;EN EXPLOITATION;225kV;RTE;2;VINCEL32VITTE;LIAISON 63kV N0 2 VINCEY-VITTEL;;;;;;
AERIEN;MERLAL61SOULL;LIAISON 225kV N0 1 MERLATIERE - SOULLANS;EN EXPLOITATION;225kV;RTE;2;MERLAL62SOULL;LIAISON 225kV N0 2 MERLATIERE - SOULLANS;;;;;;
AERIEN;DECHYL61GAVRE;LIAISON 225kV N0 1 DECHY - GAVRELLE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MTPELL61TAMAR;LIAISON 225kV N0 1 MONTPELLIER - TAMAREAU;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MTPELL63TAMAR;LIAISON 225kV N0 3 MONTPELLIER - TAMAREAU;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BREVIL61MALGO;LIAISON 225kV N0 1 BREVIERES (LES)-MALGOVERT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CERGYL71TERRI;LIAISON 400kV N0 1 CERGY - TERRIER;EN EXPLOITATION;400kV;RTE;2;CERGYL72TERRI;LIAISON 400kV N0 2 CERGY - TERRIER;;;;;;
AERIEN;BRAEKL62G.SYN;LIAISON 225kV N0 2 BRAEK-GRANDE-SYNTHE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GRAV5L72WARAN;LIAISON 400kV N0 2 GRAVELINES (CENTRALE) - WARANDE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;GRAV5L71WARAN;LIAISON 400kV N0 1 GRAVELINES (CENTRALE) - WARANDE;EN EXPLOITATION;400kV;RTE;2;GRAV5L72WARAN;LIAISON 400kV N0 2 GRAVELINES (CENTRALE) - WARANDE;;;;;;
AERIEN;P.GASL72TERRI;LIAISON 400kV N0 2 PLESSIS-GASSOT - TERRIER;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;LONNYL71MOULA;LIAISON 400kV N0 1 LONNY - MOULAINE;EN EXPLOITATION;400kV;RTE;2;LONNYL72MOULA;LIAISON 400kV N0 2 LONNY - MOULAINE;;;;;;
AERIEN;CHESNL72MORBR;LIAISON 400kV N0 2 CHESNOY (LE) - MORBRAS;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;.VERBL71B.TOL;LIAISON 400kV N0 1 BOIS-TOLLOT - VERBOIS;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;COULAL72CRUA5;LIAISON 400kV N0 2 COULANGE - CRUAS (-MEYSSE);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;AMNEVL61RICHE;LIAISON 225kV N0 1 AMNEVILLE-RICHEMONT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GEN.PL61ZCRUS;LIAISON 225kV N0 1 CORNIER - CRUSEILLES - GENISSIAT-POSTE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CATTEL73VIGY;LIAISON 400kV N0 3 CATTENOM - VIGY;EN EXPLOITATION;400kV;RTE;2;CATTEL74VIGY;LIAISON 400kV N0 4 CATTENOM - VIGY;;;;;;
AERIEN;ATTAQL72WARAN;LIAISON 400kV N0 2 ATTAQUES (LES) - WARANDE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MIONSL61MOIRA;LIAISON 225kV N0 1 MIONS-MOIRANS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;COMMUL61VIELM;LIAISON 225kV N0 1 COMMUNE-VIELMOULIN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MEZE5L61VERIN;LIAISON 225kV N0 1 MEZEROLLES- VERINNERIE (LA);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;H.VINL61HANNA;LIAISON 225kV N0 1 HANNART-HAUT-VINAGE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ARGOEL71PENL5;LIAISON 400kV N0 1 ARGOEUVES - PENLY (POSTE EVACUATION);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;TAVELL61VIRAD;LIAISON 225kV N0 1 TAVEL-VIRADEL;EN EXPLOITATION;225kV;RTE;2;TAVELL62VIRAD;LIAISON 225kV N0 2 TAVEL-VIRADEL;;;;;;
AERIEN;FREJUL62TRANS;LIAISON 225kV N0 2 FREJUS-TRANS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;FREJUL61TRANS;LIAISON 225kV N0 1 FREJUS-TRANS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;FREJUL61TRANS;LIAISON 225kV N0 1 FREJUS-TRANS;EN EXPLOITATION;225kV;RTE;2;FREJUL62TRANS;LIAISON 225kV N0 2 FREJUS-TRANS;;;;;;
AERIEN;BRIO6L61FLEAC;LIAISON 225kV N0 1 BRIOUX-SUR-BOUTONNE - FLEAC;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ASTURL61CZRIE;LIAISON 225kV N0 1 ASTURIES - COURRIERES;EN EXPLOITATION;225kV;RTE;2;ASTURL61DECHY;LIAISON 225kV N0 1 ASTURIES - DECHY;;;;;;
AERIEN;ASTURL61CZRIE;LIAISON 225kV N0 1 ASTURIES - COURRIERES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;FLAMAL72MENUE;LIAISON 400kV N0 2 FLAMANVILLE - MENUEL DER TA3;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CORBIL61SSBA5;LIAISON 225kV N0 1 CORBIERE (LA)-ST-BARTHELEMY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LUMESL63MOHON;LIAISON 225kV N0 3 LUMES - MOHON;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;SSAUBL61ZMEES;LIAISON 225kV N0 1 MEES (LES) - ORAISON - ST-AUBAN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LOGELL71MUHLB;LIAISON 400kV N0 1 LOGELBACH - MUHLBACH;EN EXPLOITATION;400kV;RTE;2;MUHLBL71VINCE;LIAISON 400kV N0 1 MUHLBACH - VINCEY;;;;;;
AERIEN;DARSEL61FEUIL;LIAISON 225kV N0 1 DARSE-FEUILLANE;EN EXPLOITATION;225kV;RTE;2;FEUILL61ROCAD;LIAISON 225kV N0 1 FEUILLANE-ROCADE;;;;;;
AERIEN;CHAFFL73SSV.O;LIAISON 400kV N0 3 CHAFFARD (LE) - ST-VULBAS-OUEST;EN EXPLOITATION;400kV;RTE;2;CHAFFL74SSV.O;LIAISON 400kV N0 4 CHAFFARD - ST-VULBAS-OUEST;;;;;;
AERIEN;C.RHOL61L.NEU;LIAISON 225kV N0 1 CHATEAUNEUF-DU-RHONE - LOGIS-NEUF;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;P.ROSL61SARR6;LIAISON 225kV N0 1 PETITE-ROSSELLE-SARREGUEMINES;EN EXPLOITATION;225kV;RTE;2;SARR6L61ZSAR6;LIAISON 225kV N0 1 BERGHOLZ - SARREGUEMINES - ST-AVOLD;;;;;;
AERIEN;AMIENL61ZBXV6;LIAISON 225kV N0 1 AMIENS - AVESNES-LE-COMTE - VICOGNE (LA);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;SAUCAL61ZBARP;LIAISON 225kV N0 1 MASQUET - SAUCATS - LE BARP;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CARRIL62TERRI;LIAISON 225kV N0 2 CARRIERES-TERRIER;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;G.SYNL61WESTH;LIAISON 225kV N0 1 GRANDE-SYNTHE -WESTHOUCK (COPENOR G.I.E.);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;SANILL61TUILI;LIAISON 225kV N0 1 SANILHAC-TUILIERES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHESNL71M.SEI;LIAISON 400kV N0 1 CHESNOY (LE) - MERY-SUR-SEINE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CXNAYL62ZESPI;LIAISON 225kV N0 2 CHAUNAY - DAMBRON - ESPIERS (LES);EN EXPLOITATION;225kV;RTE;2;CXNAYL41GELLA;LIAISON 90kV N0 1 CHAUNAY-GELLAINVILLE;;;;;;
AERIEN;CXNAYL62ZESPI;LIAISON 225kV N0 2 CHAUNAY - DAMBRON - ESPIERS (LES);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;G.COUL62VAUPA;LIAISON 225kV N0 2 GRAND-COURONNE - VAUPALIERE (LA);EN EXPLOITATION;225kV;RTE;2;G.COUL63VAUPA;LIAISON 225kV N0 3 GRAND-COURONNE - VAUPALIERE (LA);;;;;;
AERIEN;BACALL61MQIS;LIAISON 225kV N0 1 BACALAN-MARQUIS (LE);EN EXPLOITATION;225kV;RTE;2;BACALL31ZBASS;LIAISON 63kV N0 1 BACALAN-MARQUIS-BASSENS;;;;;;
AERIEN;DRONNL61FLERS;LIAISON 225kV N0 1 DRONNIERE (LA)-FLERS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GRAFFL61SPORE;LIAISON 225kV N0 1 GRAFFENSTADEN-SPORENINSEL;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MOULAL72VIGY;LIAISON 400kV N0 2 MOULAINE - VIGY;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MOULAL71VIGY;LIAISON 400kV N0 1 MOULAINE - VIGY;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;DRONNL61TOURB;LIAISON 225kV N0 1 DRONNIERE (LA)-TOURBE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;AIRVAL61BONN6;LIAISON 225kV N0 1 AIRVAULT-BONNEAU;EN EXPLOITATION;225kV;RTE;2;AIRVAL61JUMEA;LIAISON 225kV N0 1 AIRVAULT-JUMEAUX (LES);;;;;;
AERIEN;AIRVAL61BONN6;LIAISON 225kV N0 1 AIRVAULT-BONNEAU;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CPVANL61TAVAU;LIAISON 225kV N0 1 CHAMPVANS-TAVAUX(STE SOLVAY A TAVAUX);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CIROLL62LOGES;LIAISON 225kV N0 2 CIROLLIERS-LOGES (LES);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;B.MONL62GAMPA;LIAISON 225kV N0 2 BEAUMONT-MONTEUX-GAMPALOUP;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;C.RHOL61L.NEU;LIAISON 225kV N0 1 CHATEAUNEUF-DU-RHONE - LOGIS-NEUF;EN EXPLOITATION;225kV;RTE;2;C.RHOL62L.NEU;LIAISON 225kV N0 2 CHATEAUNEUF-DU-RHONE - LOGIS-NEUF;;;;;;
AERIEN;P.ROUL61SQUIV;LIAISON 225kV N0 1 POTEAU-ROUGE - SQUIVIDAN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GAUGLL72SSELO;LIAISON 400kV N0 2 GAUGLIN - ST-ELOI;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;DAMBRL62G.DEN;LIAISON 225kV N0 2 DAMBRON-GAULT-SAINT-DENIS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHEVAL71LATEN;LIAISON 400kV N0 1 CHEVALET - LATENA;EN EXPLOITATION;400kV;RTE;2;CHEVAL72LATEN;LIAISON 400kV N0 2 CHEVALET - LATENA;;;;;;
AERIEN;CPVANL61PYMON;LIAISON 225kV N0 1 CHAMPVANS-PYMONT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;RIVIEL61SANSS;LIAISON 225kV N0 1 RIVIERE (LA) - SANSSAC (L EGLISE);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHARPL72SSV.O;LIAISON 400kV N0 2 CHARPENAY - ST-VULBAS-OUEST;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MAUBEL61P.SAM;LIAISON 225kV N0 1 MAUBEUGE-PONT-SUR-SAMBRE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
