Type ouvrage;Code ligne 1;Nom ligne 1;Etat;TENSION;Source donnée;Nombre circuit;Code ligne 2;Nom ligne 2;Code ligne 3;Nom ligne 3;Code ligne 4;Nom ligne 4;Code ligne 5;Nom ligne 5
AERIEN;P.GASL61TILLI;LIAISON 225kV N0 1 PLESSIS-GASSOT - TILLIERS;EN EXPLOITATION;225kV;RTE;2;P.GASL62V.BEL;LIAISON 225kV N0 2 PLESSIS-GASSOT - VILLIERS-LE-BEL;;;;;;
AERIEN;CPNIEL61MOIRA;LIAISON 225kV N0 1 CHAMPAGNIER-MOIRANS;EN EXPLOITATION;225kV;RTE;2;CPNIEL61SINAR;LIAISON 225kV N0 1 CHAMPAGNIER-SINARD;;;;;;
AERIEN;G.COUL62SSROU;LIAISON 225kV N0 2 GRAND-COURONNE-ST-ETIENNE DU ROUVRAY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;FARRAL61GRANZ;LIAISON 225kV N0 1 FARRADIERE (LA)-GRANZAY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;HOUDRL72M.SEI;LIAISON 400kV N0 2 HOUDREVILLE - MERY-SUR-SEINE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;HOUDRL71M.SEI;LIAISON 400kV N0 1 HOUDREVILLE - MERY-SUR-SEINE;EN EXPLOITATION;400kV;RTE;2;HOUDRL72M.SEI;LIAISON 400kV N0 2 HOUDREVILLE - MERY-SUR-SEINE;;;;;;
AERIEN;LONNYL72MASTA;LIAISON 400kV N0 2 LONNY - MASTAING;EN EXPLOITATION;400kV;RTE;2;LONNYL73MASTA;LIAISON 400kV N0 3 LONNY - MASTAING;;;;;;
AERIEN;PTARLL61SAONE;LIAISON 225kV N0 1 PONTARLIER - SAONE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ATTAQL61ECHIN;LIAISON 225kV N0 1 ATTAQUES (LES) - ECHINGHEN;EN EXPLOITATION;225kV;RTE;2;ATTAQL62ZRUMI;LIAISON 225kV N0 2 ATTAQUES (LES) - HOLQUE - RUMINGHEM;;;;;;
AERIEN;E.BOTL61PALUN;LIAISON 225kV N0 1 ENCO-DE-BOTTE-PALUN (LA);EN EXPLOITATION;225kV;RTE;2;E.BOTL62PALUN;LIAISON 225kV N0 2 ENCO-DE-BOTTE-PALUN (LA);;;;;;
AERIEN;CHAN5L71QUINT;LIAISON 400kV N0 1 CHANCEAUX - QUINTES (LES);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;BARP L61SAUCA;LIAISON 225kV N0 1 BARP(LE)-SAUCAT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;SSCESL61SSCHR;LIAISON 225kV N0 1 ST CESAIRE - ST CHRISTOL;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CREYSL72GEN.P;LIAISON 400kV N0 2 CREYS - GENISSIAT-POSTE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;VAUPAL61YAINV;LIAISON 225kV N0 1 VAUPALIERE (LA)-YAINVILLE;EN EXPLOITATION;225kV;RTE;2;G.COUL62VAUPA;LIAISON 225kV N0 2 GRAND-COURONNE - VAUPALIERE (LA);;;;;;
AERIEN;G.COUL61ROUGE;LIAISON 225kV N0 1 GRAND-COURONNE-ROUGEMONTIER;EN EXPLOITATION;225kV;RTE;2;G.COUL62ROUGE;LIAISON 225kV N0 2 GRAND-COURONNE-ROUGEMONTIER;;;;;;
AERIEN;COULAL72P.COR;LIAISON 400kV N0 2 COULANGE - PIVOZ CORDIER;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;COR.PL61GUERS;LIAISON 225kV N0 1 CORDEMAIS-POSTE-GUERSAC;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BREAUL61PRELE;LIAISON 225kV N0 1 BREAU - PRELES (LES);EN EXPLOITATION;225kV;RTE;2;BREAUL31PRELE;LIAISON 63kV N0 1 BREAU-PRELES (LES);;;;;;
AERIEN;COR.PL71LOUIS;LIAISON 400kV N0 1 CORDEMAIS-P - LOUISFERT (POSTE F);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MENUEL73TAUTE;LIAISON 400kV N0 3 MENUEL - TAUTE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;PRRTTL61SEQUE;LIAISON 225kV N0 1 PIERRETTE (LA) - SEQUEDIN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LAUNAL61RAN.P;LIAISON 225kV N0 1 LAUNAY-RANCE-POSTE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;Q.SEIL61TAMAR;LIAISON 225kV N0 1 QUATRE SEIGNEURS - TAMAREAU;EN EXPLOITATION;225kV;RTE;2;Q.SEIL62TAMAR;RES. LIAISON 225kV N0 2  QUATRE SEIGNEURS - TAMAREAU;;;;;;
AERIEN;MARGEL61RUEYR;LIAISON 225kV N0 1 MARGERIDE-RUEYRES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MORBRL61SONNE;LIAISON 225kV N0 1 MORBRAS-SONNETTES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ANSERL61PRRTT;LIAISON 225kV N0 1 ANSEREUILLES (LES) - PIERRETTE (LA);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GOURJL61VERFE;LIAISON 225kV N0 1 GOURJADE - VERFEIL;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GOURJL61ZMIOL;LIAISON 225kV N0 1 GOURJADE - MIOLLES - ST-VICTOR;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BREUIL62BREUI;LIAISON 225kV N0 2 ATR762 DE BREUIL;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;AQUEDL61ZCOQU;LIAISON 225kV N0 1 AQUEDUCS (LES) - COQUIBUS - GRIGNY;EN EXPLOITATION;225kV;RTE;2;AQUEDL62ZCOQ5;LIAISON 225kV N0 2 AQUEDUCS (LES) - COQUIBUS - GRIGNY;;;;;;
AERIEN;B.HAML61ZB.HA;LIAISON 225kV N0 1 BASSE HAM - ST-HUBERT - VIGY;EN EXPLOITATION;225kV;RTE;2;B.HAML61ZB.HA;LIAISON 225kV N0 1 BASSE HAM - ST-HUBERT - VIGY;;;;;;
AERIEN;CORNIL71M.LAN;LIAISON 400kV N0 1 CORNIER - MONTAGNY-LES-LANCHES;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;BOISSL61MEYZI;LIAISON 225kV N0 1 BOISSE (LA) - MEYZIEU;EN EXPLOITATION;225kV;RTE;2;BOISSL62MIONS;LIAISON 225kV N0 2 BOISSE (LA) - MIONS;;;;;;
AERIEN;BAIXAL72GAUDI;LIAISON 400kV N0 2 BAIXAS - LA GAUDIERE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;HOUDRL71VINCE;LIAISON 400kV N0 1 HOUDREVILLE - VINCEY;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;.AUBAL61M.MA5;LIAISON 225kV N0 1 AUBANGE - MT-SAINT-MARTIN;EN EXPLOITATION;225kV;RTE;2;.AUBAL61MOULA;LIAISON 225kV N0 1 AUBANGE - MOULAINE;;;;;;
AERIEN;ROUGEL72TILL5;LIAISON 400kV N0 2 ROUGEMONTIER - TILLEUL;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;BATZEL61MARL6;LIAISON 225kV N0 1 BATZENDORF-MARLENHEIM;EN EXPLOITATION;225kV;RTE;2;MARL6L61REICH;LIAISON 225kV N0 1 MARLENHEIM-REICHSTETT;;;;;;
AERIEN;P.GASL62V.BEL;LIAISON 225kV N0 2 PLESSIS-GASSOT - VILLIERS-LE-BEL;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LONNYL72MASTA;LIAISON 400kV N0 2 LONNY - MASTAING;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;PRIMEL62SAUS5;LIAISON 225kV N0 2 PRIMEVERES - SAUSSET;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;H.VINL61HELLE;LIAISON 225kV N0 1 HAUT-VINAGE-HELLEMMES;EN EXPLOITATION;225kV;RTE;2;H.VINL62HELLE;LIAISON 225kV N0 2 HAUT-VINAGE-HELLEMMES;;;;;;
AERIEN;FROMAL63ZFRO6;LIAISON 225kV N0 3 CERGY - CORMEILLES - FROMAINVILLE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHAV6L61GEN.P;LIAISON 225kV N0 1 CHAVANOD - GENISSIAT-POSTE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ROM  L71VALDI;LIAISON 400kV N0 1 ROM - VALDIVIENNE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;GRANZL72VALDI;LIAISON 400kV N0 2 GRANZAY - VALDIVIENNE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;COMPIL61MORU;LIAISON 225kV N0 1 COMPIEGNE-MORU;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;AVELIL72WARAN;LIAISON 400kV N0 2 AVELIN - WARANDE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MEZE5L72TILL5;LIAISON 400kV N0 2 MEZEROLLES - TILLEUL;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;G.ILEL61ZMER7;LIAISON 225kV N0 1 FROGES - GRANDE-ILE - MERCIERS (LES);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GRAV5L73WARAN;LIAISON 400kV N0 3 GRAVELINES (CENTRALE) - WARANDE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;ARGIEL61SIERE;LIAISON 225kV N0 1 ARGIESANS-SIERENTZ;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;D.FRAL61LINGO;LIAISON 225kV N0 1 DIGUE-DES-FRANCAIS-LINGOSTIERE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;D.FRAL62LINGO;LIAISON 225kV N0 2 DIGUE-DES-FRANCAIS-LINGOSTIERE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;H.BORL61ZLIES;LIAISON 225kV N0 1 CERGY - HAUTE-BORNE - LIESSE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GRIM5L62TRANS;LIAISON 225kV N0 2 GRIMAUD - TRANS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MALLEL61RQROU;LIAISON 225kV N0 1 MALLEMORT (CLIENT)-ROQUEROUSSE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MIOLLL61ZMIOL;LIAISON 225kV N0 1 GOURJADE - MIOLLES - ST-VICTOR;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;G.CAIL61VALEN;LIAISON 225kV N0 1 GROS-CAILLOU-VALENCIENNES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;HELLEL62M.LIL;LIAISON 225kV N0 2 HELLEMMES - MOULINS LILLE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BRAUDL74CUBNE;LIAISON 400kV N0 4 BRAUD - CUBNEZAIS;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;DONZAL71LESQU;LIAISON 400kV N0 1 DONZAC - LESQUIVE;EN EXPLOITATION;400kV;RTE;2;DONZAL72VERFE;LIAISON 400kV N0 2 DONZAC - VERFEIL;;;;;;
AERIEN;MORBRL72VLEVA;LIAISON 400kV N0 2 MORBRAS - VILLEVAUDE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;SEREIL61TONNE;LIAISON 225kV N0 1 SEREIN-TONNERRE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LANDRL61VIGY;LIAISON 225kV N0 1 LANDRES-VIGY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CPNIEL61MOIRA;LIAISON 225kV N0 1 CHAMPAGNIER-MOIRANS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;S.PONL61SISTE;LIAISON 225kV N0 1 SERRE-PONCON-SISTERON;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ORAISL61SISTE;LIAISON 225kV N0 1 ORAISON-SISTERON;EN EXPLOITATION;225kV;RTE;2;S.PONL61SISTE;LIAISON 225kV N0 1 SERRE-PONCON-SISTERON;;;;;;
AERIEN;PRIONL71ZT.SU;LIAISON 400kV N0 1 PRIONNET - TAVEL - TORE SUPRA;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;FEROUL61TALAM;LIAISON 225kV N0 1 FEROUGE-TALAMET;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ARGOEL71TERRI;LIAISON 400kV N0 1 ARGOEUVES - TERRIER;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;BAYETL71GAUGL;LIAISON 400kV N0 1 BAYET - GAUGLIN;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;SSJULL62VIGY;LIAISON 225kV N0 2 ST-JULIEN-VIGY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LAVEYL61MTGRO;LIAISON 225kV N0 1 LAVEYRUNE - MONTGROS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BARNAL74PALUE;LIAISON 400kV N0 4 BARNABOS - PALUEL;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;BARNAL73PALUE;LIAISON 400kV N0 3 BARNABOS - PALUEL;EN EXPLOITATION;400kV;RTE;2;BARNAL74PALUE;LIAISON 400kV N0 4 BARNABOS - PALUEL;;;;;;
AERIEN;AOSTEL61ZMAR8;LIAISON 225kV N0 1 AOSTE - BRENS - MARNISE (LA);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHAFFL71SSV.O;LIAISON 400kV N0 1 CHAFFARD (LE) - ST-VULBAS-OUEST;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CUBNEL72MQIS;LIAISON 400kV N0 2 CUBNEZAIS - MARQUIS (LE);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CIROLL72VLEJU;LIAISON 400kV N0 2 CIROLLIERS - VILLEJUST;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CIROLL71VLEJU;LIAISON 400kV N0 1 CIROLLIERS - VILLEJUST;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;ARMENL62WEPPE;LIAISON 225kV N0 2 ARMENTIERES - WEPPES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;FALLOL63ZFANA;LIAISON 225kV N0 3 FALLOU - FANAUDES - PLESSIS-GASSOT;EN EXPLOITATION;225kV;RTE;2;FALLOL64ZFAN5;LIAISON 225kV N0 4 FALLOU - FANAUDES - PLESSIS-GASSOT;;;;;;
AERIEN;GOUVIL61P.GAS;LIAISON 225kV N0 1 GOUVIEUX - PLESSIS-GASSOT;EN EXPLOITATION;225kV;RTE;2;P.GASL61ZB.FR;LIAISON 225kV N0 1  CARRIERES - PLESSIS-GASSOT - BELLOY-EN-FRANCE;;;;;;
AERIEN;ROGNAL61RQROU;LIAISON 225kV N0 1 ROGNAC-ROQUEROUSSE;EN EXPLOITATION;225kV;RTE;2;ROGNAL31RQROU;RES. LIAISON 63kV N0 1  ROGNAC - ROQUEROUSSE;;;;;;
AERIEN;AMIENL62ARGOE;LIAISON 225kV N0 2 AMIENS - ARGOEUVES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GEN.PL61SERRI;LIAISON 225kV N0 1 GENISSIAT-POSTE - SERRIERES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;FALLOL63ZFANA;LIAISON 225kV N0 3 FALLOU - FANAUDES - PLESSIS-GASSOT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ZCARRL61ZSEMO;LIAISON 225kV N0 1 CARRES(LES) - DAMBRON - TIVERNON - VILLEJUST;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;O.CHAL61RUEYR;LIAISON 225kV N0 1 ONET-LE-CHATEAU-RUEYRES;EN EXPLOITATION;225kV;RTE;2;O.CHAL61ZS.CU;LIAISON 225kV N0 1 AYRES - SALLES CURAN - ONET-LE-CHATEAU;;;;;;
AERIEN;CHAN5L71DISTR;LIAISON 400kV N0 1 CHANCEAUX - DISTRE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CREC6L61LESTR;LIAISON 225kV N0 1 CRECHETS (LES)-LESTREM;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;AVELIL61MASTA;LIAISON 225kV N0 1 AVELIN - MASTAING;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CBRY L71PENC5;LIAISON 400kV N0 1 CHAMBRY - PENCHARD;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;LAVERL63RENAI;LIAISON 225kV N0 3 LAVERA - RENAIRES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;B.MONL61GERVA;LIAISON 225kV N0 1 BEAUMONT-MONTEUX-GERVANS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;G.COLL62WARAN;LIAISON 225kV N0 2 GRAND COLOMBIER-WARANDE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;SSNABL61ZSSNA;LIAISON 225kV N0 1 ETIVAL - ST-NABORD - VINCEY;EN EXPLOITATION;225kV;RTE;2;SSNABL61ZSSNA;LIAISON 225kV N0 1 ETIVAL - ST-NABORD - VINCEY;;;;;;
AERIEN;SSNABL61ZSSNA;LIAISON 225kV N0 1 ETIVAL - ST-NABORD - VINCEY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CREC6L61WEPPE;LIAISON 225kV N0 1 CRECHETS (LES)-WEPPES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;P.JERL61VAUPA;LIAISON 225kV N0 1 PORT-JEROME-VAUPALIERE (LA);EN EXPLOITATION;225kV;RTE;2;SAINNL61YAINV;LIAISON 225kV N0 1 SAINNEVILLE-YAINVILLE;;;;;;
AERIEN;ARRIGL61MORBR;LIAISON 225kV N0 1 ARRIGHI-MORBRAS;EN EXPLOITATION;225kV;RTE;2;ARRIGL62MORBR;LIAISON 225kV N0 2 ARRIGHI-MORBRAS;;;;;;
AERIEN;LONNYL71MOULA;LIAISON 400kV N0 1 LONNY - MOULAINE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MARL6L61REICH;LIAISON 225kV N0 1 MARLENHEIM-REICHSTETT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;P.SEPL61SANDO;LIAISON 225kV N0 1 PONT-SEPT-SANDOUVILLE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MORIHL62ZKERL;LIAISON 225kV N0 2 CHEVIRE - CORDEMAIS-POSTE - MORIHAN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;COUCHL61VIELM;LIAISON 225kV N0 1 COUCHEY-VIELMOULIN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;AQUEDL63CIROL;LIAISON 225kV N0 3 AQUEDUCS (LES) - CIROLLIERS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;JALISL61LESQU;LIAISON 225kV N0 1 JALIS-LESQUIVE;EN EXPLOITATION;225kV;RTE;2;LESQUL61VERLH;LIAISON 225kV N0 1 LESQUIVE-VERLHAGUET;;;;;;
AERIEN;.RIDDL61CORNI;LIAISON 225kV N0 1 CORNIER-RIDDES;EN EXPLOITATION;225kV;RTE;2;.SSTRL61CORNI;LIAISON 225kV N0 1 CORNIER-SAINT-TRIPHON;;;;;;
AERIEN;TAVELL71ZT.SU;LIAISON 400kV N0 1 PRIONNET - TAVEL - TORE SUPRA;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;AULNOL61P.SAM;LIAISON 225kV N0 1 AULNOYE-PONT-SUR-SAMBRE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BUIREL61P.SAM;LIAISON 225kV N0 1 BUIRE-PONT-SUR-SAMBRE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;FEUILL61PONTE;LIAISON 225kV N0 1 FEUILLANE - PONTEAU;EN EXPLOITATION;225kV;RTE;2;FEUILL62PONTE;LIAISON 225kV N0 2 FEUILLANE - PONTEAU;;;;;;
AERIEN;MOLE L61RUEYR;LIAISON 225kV N0 1 MOLE (LA) - RUEYRES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MOLE L62RUEYR;LIAISON 225kV N0 2 MOLE (LA) - RUEYRES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ROUGEL61YAINV;LIAISON 225kV N0 1 ROUGEMONTIER-YAINVILLE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CPNIEL62EYBEN;LIAISON 225kV N0 2 CHAMPAGNIER - EYBENS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CPNIEL61EYBEN;LIAISON 225kV N0 1 CHAMPAGNIER-EYBENS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BARBUL61CRENE;LIAISON 225kV N0 1 BARBUISE - CRENEY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;AVOINL61QUINT;LIAISON 225kV N0 1 AVOINE-QUINTES (LES);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MOIRAL61ZP.IL;LIAISON 225kV N0 1 CONFLUENT - MOIRANS - PERELLE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GONESL61ZGONE;LIAISON 225kV N0 1 PLESSIS-GASSOT - SAUSSET - GONESSE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GAUDIL71TAMAR;LIAISON 400kV N0 1 LA GAUDIERE - TAMAREAU;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;DAMBRL71YVE.O;LIAISON 400kV N0 1 DAMBRON - YVELINES-OUEST;EN EXPLOITATION;400kV;RTE;2;DAMBRL72VLEJU;LIAISON 400kV N0 2 DAMBRON - VILLEJUST;;;;;;
AERIEN;REQUIL61ZLACA;LIAISON 225kV N0 1 PELISSIER - REQUISTA - ST-VICTOR;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BARNAL73PALUE;LIAISON 400kV N0 3 BARNABOS - PALUEL;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;P.GASL61ZB.FR;LIAISON 225kV N0 1  CARRIERES - PLESSIS-GASSOT - BELLOY-EN-FRANCE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;COULAL71CRUA5;LIAISON 400kV N0 1 COULANGE - CRUAS (-MEYSSE);EN EXPLOITATION;400kV;RTE;2;COULAL72CRUA5;LIAISON 400kV N0 2 COULANGE - CRUAS (-MEYSSE);;;;;;
AERIEN;CERGYL64ZFRO7;LIAISON 225kV N0 4 CERGY - CORMEILLES - FROMAINVILLE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHAFFL72CPNIE;LIAISON 400kV N0 2 CHAFFARD (LE) - CHAMPAGNIER;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CHESNL71CIROL;LIAISON 400kV N0 1 CHESNOY (LE) - CIROLLIERS;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MANDAL71WARAN;LIAISON 400kV N0 1 MANDARINS - WARANDE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;COMMUL61H.PAU;LIAISON 225kV N0 1 COMMUNE-HENRI-PAUL;EN EXPLOITATION;225kV;RTE;2;COMMUL61VIELM;LIAISON 225kV N0 1 COMMUNE-VIELMOULIN;;;;;;
AERIEN;CARRIL61ZB.FR;LIAISON 225kV N0 1  CARRIERES - PLESSIS-GASSOT - BELLOY-EN-FRANCE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;VINS L61ZGUE5;LIAISON 225kV N0 1 GUERACHE (LA) - PIQUAGE A GUERACHE (LA) - TRANS - VINS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;SSAVOL61VIGY;LIAISON 225kV N0 1 ST-AVOLD-VIGY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;COLAYL61DONZA;LIAISON 225kV N0 1 COLAYRAC-DONZAC;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;HOLQUL62ZRUMI;LIAISON 225kV N0 2 ATTAQUES (LES) - HOLQUE - RUMINGHEM;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MEZE5L62ZRIC6;LIAISON 225kV N0 2 ARPENTS (LES) - MEZEROLLES - RICHEBOURG;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BREUIL71RUEYR;LIAISON 400kV N0 1 BREUIL (LE) - RUEYRES;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MOUCHL61OULLI;LIAISON 225kV N0 1 MOUCHE (LA)-OULLINS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHAFFL72P.COR;LIAISON 400kV N0 2 CHAFFARD (LE) - PIVOZ CORDIER;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;H.PAUL71SSV.O;LIAISON 400kV N0 1 HENRI-PAUL - ST-VULBAS-OUEST;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;TAUTEL71TERR6;LIAISON 400kV N0 1 TAUTE - TERRETTE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;TAUTEL71TERR6;LIAISON 400kV N0 1 TAUTE - TERRETTE;EN EXPLOITATION;400kV;RTE;2;TAUTEL72TERR6;LIAISON 400kV N0 2 TAUTE - TERRETTE;;;;;;
AERIEN;MEES L61ZMEES;LIAISON 225kV N0 1 MEES (LES) - ORAISON - ST-AUBAN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;NOGENL61ORMES;LIAISON 225kV N0 1 NOGENTEL - ORMES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ESTR6L61VALEN;LIAISON 225kV N0 1 ESTREUX-VALENCIENNES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;.MONCL61CHOO5;LIAISON 225kV N0 1 MONCEAU-CHOOZ;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;F.FREL71VESLE;LIAISON 400kV N0 1 FAUX-FRESNAY - VESLE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;SARR6L61ZSAR6;LIAISON 225kV N0 1 BERGHOLZ - SARREGUEMINES - ST-AVOLD;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;VLEJUL61ZROBI;LIAISON 225kV N0 1 CHATILLON (CLAMART) - ROBINSON - VILLEJUST;EN EXPLOITATION;225kV;RTE;2;VLEJUL62ZROB5;RES. LIAISON 225kV N0 2 CHATILLON (CLAMART) - ROBINSON - VILLEJUST;;;;;;
