Type ouvrage;Code ligne 1;Nom ligne 1;Etat;TENSION;Nombre circuit;Code ligne 2;Nom ligne 2;Code ligne 3;Nom ligne 3;Code ligne 4;Nom ligne 4;Code ligne 5;Nom ligne 5
SOUTERRAIN;CISSAL61MQIS;LIAISON 225kV N0 1 CISSAC-MARQUIS (LE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ETINCL61GAVRE;LIAISON 225kV N0 1 ETINCHELLE-GAVRELLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BAUDRL61PERRE;LIAISON 225kV N0 1 BAUDRY-PERRET;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AYRESL61SSVIC;LIAISON 225kV N0 1 AYRES - ST-VICTOR;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AYRESL61GODIN;LIAISON 225kV N0 1 AYRES - GODIN;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ALSACL61PUTEA;LIAISON 225kV N0 1 ALSACE-PUTEAUX;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;NOVIOL61SSOU5;LIAISON 225kV N0 1 NOVION - ST-OUEN (POSTE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BATIGL61PERRE;LIAISON 225kV N0 1 BATIGNOLLES-PERRET;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MTPELL61PEYRO;LIAISON 225kV N0 1 MONTPELLIER - PEYROU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BATIGL62CARDI;LIAISON 225kV N0 2 BATIGNOLLES - CARDINET;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;G.ROUL61V.ILE;LIAISON 225kV N0 1 GUE-AU-ROUX (LE) - VENT-DES-ILES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;G.ILEL62MOLL5;LIAISON 225kV N0 2 GRANDE-ILE - MOLLETTES (LES);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MANDAL63TUNNE;LIAISON 225kV N0 3 MANDARINS - TUNNEL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;LONG4L61MENUS;LIAISON 225kV N0 1 LONGCHAMP PARIS-MENUS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BOCCAL61MOUGI;LIAISON 225kV N0 1 BOCCA (LA) - MOUGINS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;WARANL61ZDUV5;LIAISON 225kV N0 1 BRODE - DUVIGNEAU - WARANDE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ROMAIL61VLEVA;LIAISON 225kV N0 1 ROMAINVILLE-VILLEVAUDE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHARPL61VAISE;LIAISON 225kV N0 1 CHARPENAY - VAISE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;Q.ECLL61ZQ.EC;LIAISON 225kV N0 1 DUNES (LES) - GRANDE-SYNTHE - QUATRE-ECLUSES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ROUMAL61ZGRA6;LIAISON 225kV N0 1 BEAULIEU - ROUMAGNOLLE - GRANZAY;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FLEACL61ROUMA;LIAISON 225kV N0 1 FLEAC - ROUMAGNOLLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BISC6L61JONQU;LIAISON 225kV N0 1 BISCARRAT-JONQUIERES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;SSAVOL61SUIS5;LIAISON 225kV N0 1 ST-AVOLD-SUISSE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BERSAL63PERTA;LIAISON 225kV N0 3 BERSAUCOURT - PERTAIN;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CRETAL61TOLBI;LIAISON 225kV N0 1 CRETAINE-TOLBIAC;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CORMEL62ZHER7;LIAISON 225kV N0 2 CERGY - CORMEILLES - HERBLAY;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;S.GUYL61ZFONC;LIAISON 225kV N0 1 GREZILLAC - GUPIE - SAUVETERRE-DE-GUYENNE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MIONSL62VENIS;LIAISON 225kV N0 2 MIONS-VENISSIEUX;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;COQUAL61DRONN;LIAISON 225kV N0 1 COQUAINVILLIERS-DRONNIERE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ORLY L61RUNGI;LIAISON 225kV N0 1 ORLY - RUNGIS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ANSERL61PRRTT;LIAISON 225kV N0 1 ANSEREUILLES (LES) - PIERRETTE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MALA6L61VINC5;LIAISON 225kV N0 1 MALASSIS-VINCENNES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CSLL8L61SAUMA;LIAISON 225kV N0 1 CASTELLE (LA) - SAUMADE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;OUDONL61PERTR;LIAISON 225kV N0 1 OUDON - PERTRE (LE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ORSONL61ZORS6;LIAISON 225kV N0 1 MORBRAS - ORSONVILLE - VILLEVAUDE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;G.SYNL62WARAN;LIAISON 225kV N0 2 GRANDE-SYNTHE - WARANDE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CASTAL61HARC7;LIAISON 225kV N0 1 CASTAGNARY-HARCOURT (POSTE BLINDE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CABRIL61REALT;LIAISON 225kV N0 1 CABRIES-REALTOR;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;J.VILL61VIGNE;LIAISON 225kV N0 1 JOUX-LA-VILLE - VIGNE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;HARC7L611CLAM;LIAISON 225kV N0 1 CLAMART - HARCOURT (POSTE BLINDE);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ORAISL61SSTUL;LIAISON 225kV N0 1 ORAISON-STE-TULLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FOSSEL61ORSON;LIAISON 225kV N0 1 FOSSES (LES) - ORSONVILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;TAVELL61VIRAD;LIAISON 225kV N0 1 TAVEL-VIRADEL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GAVREL62VENDI;LIAISON 225kV N0 2 GAVRELLE-VENDIN;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;PUTEAL62PUTE5;LIAISON 225kV N0 2 PUTEAUX-PUTEAUX (IMPASSE LEGAGNEUX);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BXCAIL61JONQU;LIAISON 225kV N0 1 BEAUCAIRE(CENTRALE CNR)-JONQUIERES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AMPERL61SEINE;LIAISON 225kV N0 1 AMPERE (SAINT-DENIS) - SEINE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GARIBL61JAVEL;LIAISON 225kV N0 1 GARIBALDI-JAVEL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;DECHYL61GAVRE;LIAISON 225kV N0 1 DECHY - GAVRELLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MENUSL61PUTEA;LIAISON 225kV N0 1 MENUS-PUTEAUX;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BEZ.EL62SSVIN;LIAISON 225kV N0 2 BEZIERS-EST - ST-VINCENT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BALMAL61VERFE;LIAISON 225kV N0 1 BALMA (POSTE)-VERFEIL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MARMAL61SSVA6;LIAISON 225kV N0 1 MARMAGNE - ST-CYR-EN-VAL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MALECL61PLISO;LIAISON 225kV N0 1 MALECOT-PLISON;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ASTURL61CZRIE;LIAISON 225kV N0 1 ASTURIES - COURRIERES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;COR.PL61PRINQ;LIAISON 225kV N0 1 CORDEMAIS-POSTE - PRINQUIAU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;PALENL62QUATR;LIAISON 225kV N0 2 PALENTE - QUATROUILLOTS (LES);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ROBI5L61ZV.BR;LIAISON 225kV N0 1 ROBINSON - VILLEJUST  - ULIS (LES);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;B.SSBL62DOBER;LIAISON 225kV N0 2 BAIE-DE-ST-BRIEUC - DOBERIE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AQUEDL62ZCOQ5;LIAISON 225kV N0 2 AQUEDUCS (LES) - COQUIBUS - GRIGNY;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CRUSEL61ZCRUS;LIAISON 225kV N0 1 CORNIER - CRUSEILLES - GENISSIAT-POSTE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;C.GOML61E.BOT;LIAISON 225kV N0 1 CHATEAU-GOMBERT - ENCO-DE-BOTTE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BRAINL61ZBAST;LIAISON 225kV N0 1 BRAINS - CHEVIRE - CORDEMAIS-POSTE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;SSOU5L61TURGO;LIAISON 225kV N0 1 ST-OUEN (POSTE) - TURGOT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CORMEL62NANTE;LIAISON 225kV N0 2 CORMEILLES-NANTERRE (2A-2);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;P.SIML61SSORE;LIAISON 225kV N0 1 PORTET-ST-SIMON-ST-ORENS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;COR.PL62PRINQ;LIAISON 225kV N0 2 CORDEMAIS-POSTE - PRINQUIAU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;JUVIGL61ZALL7;LIAISON 225kV N0 1 ALLINGES - CORNIER - JUVIGNY;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;RISSOL61T.VIC;LIAISON 225kV N0 1 RISSO-TRINITE-VICTOR;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;B.CHAL61P.LAC;LIAISON 225kV N0 1 BUTTES-CHAUMONT-PERE-LACHAISE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ARRIGL62MORBR;LIAISON 225kV N0 2 ARRIGHI-MORBRAS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BOULEL61NANTE;LIAISON 225kV N0 1 BOULE (LA) - NANTERRE (EDF);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;SSCHRL61ZP.TR;LIAISON 225kV N0 1 MONTPELLIER - PONT TRINQUAT - ST CHRISTOL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MANDAL61TUNNE;LIAISON 225kV N0 1 MANDARINS-TUNNEL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MTGROL62PRATC;LIAISON 225kV N0 2 MONTGROS - PRATCLAUX;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;T.DOML61VANDI;LIAISON 225kV N0 1 TROIS DOMAINES-VANDIERES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GRAV5L62WARAN;LIAISON 225kV N0 2 GRAVELINES (CENTRALE) - WARANDE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AVOINL61DISTR;LIAISON 225kV N0 1 AVOINE-DISTRE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BEVILL61FAMAR;LIAISON 225kV N0 1 BEVILLERS - FAMARS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;B.MONL61VALE8;LIAISON 225kV N0 1 BEAUMONT-MONTEUX-VALENCE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ECHALL62GIVOR;LIAISON 225kV N0 2 ECHALAS-GIVORS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;P.JERL61VAUPA;LIAISON 225kV N0 1 PORT-JEROME-VAUPALIERE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FARRAL61SAINT;LIAISON 225kV N0 1 FARRADIERE (LA) - SAINTES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;LINGOL61T.LAS;LIAISON 225kV N0 1 LINGOSTIERE-TOUR LASCARIS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;P.GASL64ZFAN5;LIAISON 225kV N0 4 FALLOU - FANAUDES - PLESSIS-GASSOT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;SSAVOL71VIGY;LIAISON 400kV N0 1 ST-AVOLD - VIGY;EN EXPLOITATION;400kV;1;;;;;;;;
SOUTERRAIN;LOEWEL61OTTMA;LIAISON 225kV N0 1 LOEWERT - OTTMARSHEIM;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;REVESL62SEINE;LIAISON 225kV N0 2 REVEST - SEINE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;GAUDIL61MOREA;LIAISON 225kV N0 1 LA GAUDIERE - MOREAU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CZCELL61FOCH;LIAISON 225kV N0 1 COURCELLES-FOCH;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CHAB7L61CZNEU;LIAISON 225kV N0 1 CHABROL - COURNEUVE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BZGETL62DRANC;LIAISON 225kV N0 2 BOURGET (LE) - DRANCY;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;HARDTL61SIERE;LIAISON 225kV N0 1 HARDT - SIERENTZ;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;LIESSL61ZLIE5;LIAISON 225kV N0 1 CERGY - LIESSE - PLESSIS-GASSOT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;MERLAL61RECOU;LIAISON 225kV N0 1 MERLATIERE - RECOUVRANCE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ARLODL61GEN.P;LIAISON 225kV N0 1 ARLOD-GENISSIAT-POSTE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BAIXAL62M.BRU;LIAISON 225kV N0 2 BAIXAS - MAS BRUNO;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ARENCL61B.MAI;LIAISON 225kV N0 1 ARENC-BELLE-DE-MAI;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CPNIEL62EYBEN;LIAISON 225kV N0 2 CHAMPAGNIER - EYBENS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;B.MONL61ZCBAU;LIAISON 225kV N0 1 BEAUMONT-MONTEUX - CHABRILLAN - CHAMBAUD;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AYRESL61COUFF;LIAISON 225kV N0 1 AYRES - COUFFRAU;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BRICHL61ZBRI5;LIAISON 225kV N0 1 PLESSIS-GASSOT - SEINE - BRICHE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CRIMEL61TEMP5;LIAISON 225kV N0 1 CRIMEE-TEMPLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;P.SIML62VERFE;LIAISON 225kV N0 2 PORTET-ST-SIMON-VERFEIL;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ANTIBL62MOUGI;LIAISON 225kV N0 2 ANTIBES-MOUGINS;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;NANTEL62PUTEA;LIAISON 225kV N0 2 NANTERRE-PUTEAUX;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;HELLEL62M.LIL;LIAISON 225kV N0 2 HELLEMMES - MOULINS LILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CORMEL63ZFRO6;LIAISON 225kV N0 3 CERGY - CORMEILLES - FROMAINVILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;NEOULL61VERR5;LIAISON 225kV N0 1 NEOULES-VERRERIE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;JONQUL61MTAG5;LIAISON 225kV N0 1 JONQUIERES - MONTAGNETTE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BELLOL61ZB.FR;LIAISON 225kV N0 1  CARRIERES - PLESSIS-GASSOT - BELLOY-EN-FRANCE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;ARGIAL62MOUGU;LIAISON 225kV N0 2 ARGIA-MOUGUERRE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;AVENIL61ROMAI;LIAISON 225kV N0 1 AVENIR-ROMAINVILLE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;BARJAL61CROI6;LIAISON 225kV N0 1 BARJAC-CROISIERE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FALLOL62NOVIO;LIAISON 225kV N0 2 FALLOU-NOVION;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;CRAYWL61G.POR;LIAISON 225kV N0 1 CRAYWICK - GRAND-PORT;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;SEINEL62ZBRIC;LIAISON 225kV N0 2 PLESSIS-GASSOT - SEINE - BRICHE (LA);EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;PERREL61TERNE;LIAISON 225kV N0 1 PERRET - TERNES;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;C.BOIL61VLEVA;LIAISON 225kV N0 1 CLICHY-SOUS-BOIS - VILLEVAUDE;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;PLAISL62ZAVR5;LIAISON 225kV N0 2 PLAISANCE - VILLEVAUDE - AVRON;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;FEUILL62RICHI;LIAISON 225kV N0 2 FEUILLANE - RICHIER;EN EXPLOITATION;225kV;1;;;;;;;;
SOUTERRAIN;D.FRAL61LINGO;LIAISON 225kV N0 1 DIGUE-DES-FRANCAIS-LINGOSTIERE;EN EXPLOITATION;225kV;1;;;;;;;;
